state,county,NAME,median_age,pop_white,pop_black,pop_hispanic
55,073,"Marathon County, Wisconsin",40.6,90.8,0.7,2.7
55,085,"Oneida County, Wisconsin",50.9,96.2,0.7,1.5
55,121,"Trempealeau County, Wisconsin",40.5,92.4,0.5,7.9
55,129,"Washburn County, Wisconsin",50.7,95.6,0.4,1.8
55,027,"Dodge County, Wisconsin",42.5,93.4,2.7,4.7
55,127,"Walworth County, Wisconsin",39.7,93.3,1.0,11.0
55,023,"Crawford County, Wisconsin",46.0,95.4,2.0,1.4
55,071,"Manitowoc County, Wisconsin",44.7,94.3,0.9,3.8
55,111,"Sauk County, Wisconsin",41.2,94.4,0.8,4.9
55,013,"Burnett County, Wisconsin",52.5,91.5,0.5,1.8
55,017,"Chippewa County, Wisconsin",40.9,95.0,1.2,1.7
55,029,"Door County, Wisconsin",52.4,96.4,0.7,3.0
55,031,"Douglas County, Wisconsin",41.9,92.9,1.3,1.5
55,053,"Jackson County, Wisconsin",41.6,87.5,2.1,3.3
55,049,"Iowa County, Wisconsin",42.5,96.6,0.8,1.7
55,089,"Ozaukee County, Wisconsin",43.9,93.7,1.4,2.9
55,103,"Richland County, Wisconsin",45.1,95.5,0.6,2.2
56,005,"Campbell County, Wyoming",33.5,95.1,0.3,8.5
56,019,"Johnson County, Wyoming",45.5,92.2,0.5,2.2
56,025,"Natrona County, Wyoming",36.6,94.1,1.4,8.3
56,009,"Converse County, Wyoming",40.1,95.9,0.0,8.0
56,027,"Niobrara County, Wyoming",41.0,93.1,0.5,4.6
56,039,"Teton County, Wyoming",39.3,90.3,1.2,14.9
56,037,"Sweetwater County, Wyoming",34.6,93.1,0.8,16.0
56,031,"Platte County, Wyoming",47.1,94.8,0.0,8.0
56,033,"Sheridan County, Wyoming",42.1,95.1,0.5,4.2
56,003,"Big Horn County, Wyoming",41.3,94.5,0.4,8.9
56,011,"Crook County, Wyoming",42.6,95.4,0.2,1.2
56,029,"Park County, Wyoming",44.4,94.4,0.2,5.4
56,001,"Albany County, Wyoming",27.3,90.1,1.2,9.4
56,007,"Carbon County, Wyoming",38.0,93.0,1.1,18.0
56,015,"Goshen County, Wyoming",43.4,93.1,0.1,10.6
56,041,"Uinta County, Wyoming",35.5,93.4,0.1,9.1
56,043,"Washakie County, Wyoming",43.5,89.7,0.0,14.2
56,017,"Hot Springs County, Wyoming",49.5,96.2,0.0,3.1
56,013,"Fremont County, Wyoming",38.4,72.8,0.6,6.9
56,035,"Sublette County, Wyoming",39.4,96.3,0.0,7.3
56,045,"Weston County, Wyoming",42.9,92.5,0.5,1.5
72,065,"Hatillo Municipio, Puerto Rico",41.5,97.7,0.6,99.9
72,069,"Humacao Municipio, Puerto Rico",42.1,54.7,20.7,99.2
72,101,"Morovis Municipio, Puerto Rico",37.9,92.6,1.5,99.5
72,097,"Mayag�ez Municipio, Puerto Rico",40.7,27.8,3.6,99.2
72,139,"Trujillo Alto Municipio, Puerto Rico",39.8,81.7,9.6,99.3
72,115,"Quebradillas Municipio, Puerto Rico",40.4,83.6,4.5,98.9
72,099,"Moca Municipio, Puerto Rico",39.5,79.5,3.4,99.2
72,049,"Culebra Municipio, Puerto Rico",42.8,50.6,5.2,92.2
72,123,"Salinas Municipio, Puerto Rico",39.9,57.1,33.5,99.5
72,017,"Barceloneta Municipio, Puerto Rico",39.9,86.2,3.5,99.8
72,153,"Yauco Municipio, Puerto Rico",43.0,77.4,3.6,99.7
72,061,"Guaynabo Municipio, Puerto Rico",43.6,77.5,6.5,98.5
72,023,"Cabo Rojo Municipio, Puerto Rico",43.2,27.9,2.0,99.9
72,053,"Fajardo Municipio, Puerto Rico",41.2,56.9,10.7,98.6
72,109,"Patillas Municipio, Puerto Rico",43.9,25.3,72.4,99.7
72,117,"Rinc�n Municipio, Puerto Rico",45.4,81.6,1.2,88.8
72,007,"Aguas Buenas Municipio, Puerto Rico",41.4,63.6,7.7,99.2
72,021,"Bayam�n Municipio, Puerto Rico",41.3,66.9,7.8,99.1
72,035,"Cayey Municipio, Puerto Rico",42.4,68.3,5.8,99.7
72,095,"Maunabo Municipio, Puerto Rico",44.4,25.5,72.9,98.8
72,111,"Pe�uelas Municipio, Puerto Rico",37.3,71.5,3.7,99.7
72,131,"San Sebasti�n Municipio, Puerto Rico",43.3,70.3,2.9,97.8
72,135,"Toa Alta Municipio, Puerto Rico",37.7,81.6,7.6,99.0
72,147,"Vieques Municipio, Puerto Rico",43.6,60.4,9.8,94.0
72,151,"Yabucoa Municipio, Puerto Rico",42.5,30.7,66.6,99.9
72,025,"Caguas Municipio, Puerto Rico",40.5,76.5,8.5,99.0
72,029,"Can�vanas Municipio, Puerto Rico",39.1,49.5,11.1,99.7
72,043,"Coamo Municipio, Puerto Rico",40.7,66.7,25.5,99.4
72,051,"Dorado Municipio, Puerto Rico",40.0,79.1,12.3,98.4
72,019,"Barranquitas Municipio, Puerto Rico",36.4,88.9,4.8,100.0
72,107,"Orocovis Municipio, Puerto Rico",38.9,83.2,3.3,99.6
72,011,"A�asco Municipio, Puerto Rico",41.8,75.1,2.8,96.2
72,037,"Ceiba Municipio, Puerto Rico",41.9,64.4,8.9,98.6
72,045,"Comer�o Municipio, Puerto Rico",38.6,82.0,9.3,99.4
72,071,"Isabela Municipio, Puerto Rico",41.6,68.1,5.4,98.6
72,081,"Lares Municipio, Puerto Rico",42.2,71.2,0.4,99.6
72,085,"Las Piedras Municipio, Puerto Rico",39.0,34.9,62.2,99.7
72,127,"San Juan Municipio, Puerto Rico",42.5,68.8,12.8,98.1
72,143,"Vega Alta Municipio, Puerto Rico",38.6,74.6,10.8,98.4
72,093,"Maricao Municipio, Puerto Rico",43.2,40.4,2.4,99.8
72,009,"Aibonito Municipio, Puerto Rico",41.6,76.4,11.9,99.6
72,077,"Juncos Municipio, Puerto Rico",38.4,47.3,12.1,99.3
72,121,"Sabana Grande Municipio, Puerto Rico",42.1,69.9,2.4,99.8
72,001,"Adjuntas Municipio, Puerto Rico",40.9,75.4,0.8,99.7
72,027,"Camuy Municipio, Puerto Rico",40.8,81.3,1.7,99.3
72,055,"Gu�nica Municipio, Puerto Rico",42.1,62.5,4.2,99.0
72,067,"Hormigueros Municipio, Puerto Rico",45.8,30.2,2.4,99.8
72,091,"Manat� Municipio, Puerto Rico",41.5,84.7,4.2,98.5
72,103,"Naguabo Municipio, Puerto Rico",37.7,65.9,3.9,99.4
72,105,"Naranjito Municipio, Puerto Rico",39.4,84.4,6.4,99.9
72,125,"San Germ�n Municipio, Puerto Rico",43.2,58.4,2.2,99.3
72,141,"Utuado Municipio, Puerto Rico",42.8,61.9,1.4,99.4
72,013,"Arecibo Municipio, Puerto Rico",42.0,82.2,4.2,99.4
72,015,"Arroyo Municipio, Puerto Rico",39.6,60.4,18.9,99.8
72,033,"Cata�o Municipio, Puerto Rico",39.8,65.5,10.3,99.0
72,054,"Florida Municipio, Puerto Rico",39.8,87.8,1.7,98.8
01,099,"Monroe County, Alabama",42.3,54.9,41.5,1.4
01,079,"Lawrence County, Alabama",42.2,78.2,10.9,2.1
01,081,"Lee County, Alabama",31.4,70.3,23.0,3.7
01,107,"Pickens County, Alabama",42.4,56.0,41.2,4.6
01,119,"Sumter County, Alabama",35.8,24.7,72.0,0.1
01,023,"Choctaw County, Alabama",46.1,56.7,42.8,0.6
01,091,"Marengo County, Alabama",42.7,45.3,53.8,0.6
01,113,"Russell County, Alabama",35.9,50.3,42.9,5.4
01,039,"Covington County, Alabama",43.9,84.7,12.9,1.6
01,041,"Crenshaw County, Alabama",41.5,71.7,23.1,2.0
01,077,"Lauderdale County, Alabama",41.4,87.0,10.1,2.6
01,085,"Lowndes County, Alabama",41.6,24.9,74.3,0.7
01,083,"Limestone County, Alabama",39.5,80.8,13.4,5.9
01,115,"St. Clair County, Alabama",40.3,87.3,9.5,2.4
01,133,"Winston County, Alabama",44.9,96.3,0.4,3.1
01,043,"Cullman County, Alabama",40.6,95.2,1.2,4.3
01,051,"Elmore County, Alabama",38.6,74.9,21.4,2.9
01,071,"Jackson County, Alabama",43.3,91.0,3.5,2.9
01,121,"Talladega County, Alabama",41.1,64.2,32.3,2.3
01,129,"Washington County, Alabama",43.6,66.1,24.6,1.1
01,031,"Coffee County, Alabama",39.3,75.9,17.2,6.9
01,103,"Morgan County, Alabama",40.4,80.6,12.8,8.1
01,021,"Chilton County, Alabama",38.6,83.3,9.4,7.8
01,033,"Colbert County, Alabama",42.7,79.4,15.8,2.5
01,045,"Dale County, Alabama",37.5,72.9,19.8,6.2
01,055,"Etowah County, Alabama",41.3,80.3,15.7,3.8
01,049,"DeKalb County, Alabama",39.3,85.6,1.4,14.4
01,075,"Lamar County, Alabama",44.5,87.5,11.2,1.6
01,111,"Randolph County, Alabama",42.7,77.3,20.1,2.9
01,097,"Mobile County, Alabama",37.6,58.8,35.6,2.9
01,127,"Walker County, Alabama",42.4,90.8,6.2,2.4
01,029,"Cleburne County, Alabama",42.5,94.2,2.6,2.4
01,063,"Greene County, Alabama",42.5,17.1,79.7,1.7
01,005,"Barbour County, Alabama",39.9,47.4,47.6,4.3
01,011,"Bullock County, Alabama",39.6,22.0,76.2,0.5
01,015,"Calhoun County, Alabama",39.7,74.3,20.6,3.7
01,025,"Clarke County, Alabama",42.3,53.0,45.8,0.2
01,101,"Montgomery County, Alabama",36.2,36.5,57.7,3.4
01,095,"Marshall County, Alabama",38.7,92.4,2.6,13.6
01,067,"Henry County, Alabama",44.1,71.1,27.7,2.6
01,089,"Madison County, Alabama",38.5,68.2,24.1,4.8
01,123,"Tallapoosa County, Alabama",43.7,69.5,27.4,2.3
01,131,"Wilcox County, Alabama",40.8,26.9,69.5,0.6
02,068,"Denali Borough, Alaska",43.1,81.1,0.8,0.4
02,122,"Kenai Peninsula Borough, Alaska",40.8,83.3,0.6,4.1
02,016,"Aleutians West Census Area, Alaska",37.6,29.5,4.3,13.9
02,060,"Bristol Bay Borough, Alaska",41.8,56.3,0.4,3.6
02,150,"Kodiak Island Borough, Alaska",33.5,53.4,0.3,8.9
02,188,"Northwest Arctic Borough, Alaska",27.2,11.1,1.1,1.2
02,050,"Bethel Census Area, Alaska",27.1,11.0,0.7,2.4
02,185,"North Slope Borough, Alaska",34.8,31.6,0.9,2.1
02,220,"Sitka City and Borough, Alaska",38.8,64.7,1.2,6.5
02,090,"Fairbanks North Star Borough, Alaska",31.1,75.5,4.5,8.0
02,130,"Ketchikan Gateway Borough, Alaska",39.6,66.8,0.7,5.1
02,170,"Matanuska-Susitna Borough, Alaska",35.0,83.1,1.1,4.8
02,180,"Nome Census Area, Alaska",28.1,16.1,0.9,2.5
02,070,"Dillingham Census Area, Alaska",30.3,17.6,1.3,3.5
02,100,"Haines Borough, Alaska",44.9,81.0,0.0,3.9
02,282,"Yakutat City and Borough, Alaska",36.4,44.8,0.3,7.3
02,110,"Juneau City and Borough, Alaska",38.1,68.6,1.0,6.6
02,164,"Lake and Peninsula Borough, Alaska",33.5,22.8,0.7,1.4
02,240,"Southeast Fairbanks Census Area, Alaska",36.3,76.6,0.7,5.5
02,290,"Yukon-Koyukuk Census Area, Alaska",35.3,22.7,0.1,2.4
02,020,"Anchorage Municipality, Alaska",33.2,63.0,5.6,9.1
02,013,"Aleutians East Borough, Alaska",42.7,17.7,4.2,10.1
02,230,"Skagway Municipality, Alaska",38.5,86.4,1.2,5.2
02,198,"Prince of Wales-Hyder Census Area, Alaska",41.0,47.2,0.4,3.8
02,195,"Petersburg Borough, Alaska",41.0,72.1,0.7,10.4
02,158,"Kusilvak Census Area, Alaska",23.8,3.9,0.7,1.0
04,013,"Maricopa County, Arizona",36.1,77.6,5.5,30.8
04,009,"Graham County, Arizona",33.3,79.0,2.0,32.9
04,023,"Santa Cruz County, Arizona",36.6,85.1,0.5,83.5
04,012,"La Paz County, Arizona",56.0,76.9,0.8,27.1
04,015,"Mohave County, Arizona",50.9,90.5,1.1,16.2
04,005,"Coconino County, Arizona",30.6,63.8,1.3,14.0
04,027,"Yuma County, Arizona",34.3,75.0,2.2,63.4
04,011,"Greenlee County, Arizona",34.2,90.9,2.2,46.4
04,021,"Pinal County, Arizona",38.9,80.2,4.5,29.9
05,123,"St. Francis County, Arkansas",38.9,40.9,55.6,2.7
05,145,"White County, Arkansas",36.6,90.9,4.1,4.3
05,099,"Nevada County, Arkansas",44.8,63.4,34.7,0.3
05,037,"Cross County, Arkansas",41.2,74.7,19.5,1.9
05,043,"Drew County, Arkansas",37.0,68.6,28.8,3.3
05,027,"Columbia County, Arkansas",36.0,60.6,35.0,2.7
05,125,"Saline County, Arkansas",39.2,89.1,7.0,4.6
05,141,"Van Buren County, Arkansas",47.9,95.9,0.5,3.0
05,065,"Izard County, Arkansas",48.0,94.7,1.9,2.2
05,079,"Lincoln County, Arkansas",38.6,66.5,31.3,3.8
05,083,"Logan County, Arkansas",41.5,91.5,1.3,3.0
05,035,"Crittenden County, Arkansas",35.1,44.4,48.5,2.5
05,047,"Franklin County, Arkansas",41.3,94.2,1.0,3.1
05,109,"Pike County, Arkansas",42.8,90.1,3.3,6.5
05,069,"Jefferson County, Arkansas",38.8,40.1,56.6,2.0
05,097,"Montgomery County, Arkansas",50.0,91.2,0.2,4.3
05,127,"Scott County, Arkansas",41.0,87.9,0.3,7.6
05,131,"Sebastian County, Arkansas",37.5,74.9,7.0,14.0
05,007,"Benton County, Arkansas",35.3,87.9,1.7,16.4
05,017,"Chicot County, Arkansas",42.7,43.7,54.1,5.4
05,071,"Johnson County, Arkansas",38.0,91.4,1.6,13.8
05,077,"Lee County, Arkansas",41.8,42.3,56.5,1.8
05,041,"Desha County, Arkansas",39.1,49.3,47.1,5.9
05,049,"Fulton County, Arkansas",48.1,96.3,0.6,1.5
05,051,"Garland County, Arkansas",44.9,86.2,8.2,5.5
05,115,"Pope County, Arkansas",35.0,91.2,3.0,8.7
05,117,"Prairie County, Arkansas",46.2,85.4,13.0,0.7
39,161,"Van Wert County, Ohio",40.9,96.2,1.2,3.2
39,167,"Washington County, Ohio",44.1,95.8,1.2,1.1
39,171,"Williams County, Ohio",41.2,95.1,1.0,4.3
39,011,"Auglaize County, Ohio",41.3,96.7,0.5,1.7
39,029,"Columbiana County, Ohio",44.0,94.9,2.2,1.7
39,037,"Darke County, Ohio",41.8,97.5,0.7,1.5
39,123,"Ottawa County, Ohio",49.0,95.6,1.1,5.0
39,051,"Fulton County, Ohio",40.8,93.2,0.4,8.6
39,065,"Hardin County, Ohio",35.5,96.2,0.7,1.6
39,079,"Jackson County, Ohio",40.1,96.9,0.6,1.0
39,095,"Lucas County, Ohio",37.9,72.1,18.9,7.0
39,117,"Morrow County, Ohio",41.7,96.3,1.0,1.4
39,121,"Noble County, Ohio",49.7,92.5,5.6,0.7
39,135,"Preble County, Ohio",42.6,97.1,0.6,0.8
39,147,"Seneca County, Ohio",39.4,93.8,2.8,5.0
39,151,"Stark County, Ohio",41.9,88.0,7.4,2.0
39,003,"Allen County, Ohio",39.0,82.9,11.8,3.0
39,031,"Coshocton County, Ohio",41.4,96.9,1.1,1.0
39,033,"Crawford County, Ohio",43.0,96.7,0.9,1.6
39,041,"Delaware County, Ohio",38.6,87.8,3.3,2.5
39,059,"Guernsey County, Ohio",42.5,95.2,1.2,1.2
39,073,"Hocking County, Ohio",42.9,97.2,0.8,1.0
39,107,"Mercer County, Ohio",39.9,97.2,0.6,1.9
39,141,"Ross County, Ohio",40.9,90.3,5.3,1.2
39,035,"Cuyahoga County, Ohio",40.3,62.6,29.6,5.8
39,093,"Lorain County, Ohio",41.8,85.1,8.5,9.8
39,109,"Miami County, Ohio",41.6,93.9,2.1,1.6
39,113,"Montgomery County, Ohio",39.3,72.9,20.6,2.8
39,155,"Trumbull County, Ohio",44.2,88.6,8.3,1.8
39,173,"Wood County, Ohio",34.8,92.0,2.7,5.5
39,007,"Ashtabula County, Ohio",42.4,92.7,3.8,4.1
40,001,"Adair County, Oklahoma",37.6,42.3,0.3,6.6
40,137,"Stephens County, Oklahoma",40.5,83.2,1.7,7.5
40,025,"Cimarron County, Oklahoma",43.0,97.3,0.2,21.6
40,019,"Carter County, Oklahoma",38.2,74.6,6.4,7.1
40,053,"Grant County, Oklahoma",43.3,89.7,1.1,4.9
40,055,"Greer County, Oklahoma",41.2,78.4,8.3,11.3
40,087,"McClain County, Oklahoma",38.4,84.5,1.1,7.9
40,091,"McIntosh County, Oklahoma",47.3,69.9,2.7,2.7
40,099,"Murray County, Oklahoma",43.0,75.9,1.6,6.4
40,103,"Noble County, Oklahoma",41.6,83.8,0.2,3.6
40,115,"Ottawa County, Oklahoma",38.1,68.0,1.1,5.6
40,135,"Sequoyah County, Oklahoma",41.0,64.6,1.9,4.1
40,145,"Wagoner County, Oklahoma",38.7,75.6,3.5,6.0
40,151,"Woods County, Oklahoma",33.9,88.9,2.4,7.1
40,015,"Caddo County, Oklahoma",37.3,63.1,2.2,12.5
40,101,"Muskogee County, Oklahoma",37.9,58.2,10.8,6.0
40,107,"Okfuskee County, Oklahoma",40.0,63.7,7.6,3.9
40,013,"Bryan County, Oklahoma",37.5,74.3,1.9,5.8
40,059,"Harper County, Oklahoma",38.0,94.2,0.1,23.3
40,071,"Kay County, Oklahoma",38.6,78.7,2.2,7.8
40,035,"Craig County, Oklahoma",42.3,66.2,3.2,3.6
40,143,"Tulsa County, Oklahoma",35.5,70.1,10.1,12.4
40,017,"Canadian County, Oklahoma",35.9,81.0,2.7,8.6
40,057,"Harmon County, Oklahoma",41.0,64.7,8.7,28.6
40,077,"Latimer County, Oklahoma",41.3,67.0,1.0,3.6
40,113,"Osage County, Oklahoma",42.1,65.0,11.3,3.5
40,139,"Texas County, Oklahoma",32.1,63.6,4.3,45.3
40,127,"Pushmataha County, Oklahoma",44.6,73.9,0.9,3.7
40,047,"Garfield County, Oklahoma",36.0,82.2,4.1,12.2
40,069,"Johnston County, Oklahoma",39.8,71.5,1.9,5.2
40,121,"Pittsburg County, Oklahoma",40.6,72.7,2.9,5.0
40,129,"Roger Mills County, Oklahoma",40.5,88.6,0.5,7.0
40,153,"Woodward County, Oklahoma",36.3,89.0,1.4,12.5
40,021,"Cherokee County, Oklahoma",35.1,51.3,1.5,7.0
40,041,"Delaware County, Oklahoma",46.7,65.6,0.4,3.7
40,045,"Ellis County, Oklahoma",44.1,92.5,0.2,7.3
40,051,"Grady County, Oklahoma",38.9,85.6,2.2,5.7
40,119,"Payne County, Oklahoma",27.1,81.0,4.0,4.7
40,125,"Pottawatomie County, Oklahoma",37.5,75.9,3.4,5.1
40,037,"Creek County, Oklahoma",40.2,79.3,2.1,4.0
40,141,"Tillman County, Oklahoma",41.2,65.7,8.1,26.4
40,149,"Washita County, Oklahoma",38.9,89.9,1.1,9.8
40,033,"Cotton County, Oklahoma",42.9,80.0,2.2,7.6
40,075,"Kiowa County, Oklahoma",43.1,78.5,3.5,11.5
40,079,"Le Flore County, Oklahoma",39.4,75.7,2.1,6.9
40,089,"McCurtain County, Oklahoma",38.8,64.2,8.0,5.9
40,093,"Major County, Oklahoma",41.1,89.7,0.3,9.4
40,097,"Mayes County, Oklahoma",40.3,66.7,0.5,3.5
40,109,"Oklahoma County, Oklahoma",34.5,68.5,15.1,17.1
40,039,"Custer County, Oklahoma",31.0,80.2,3.2,18.0
40,007,"Beaver County, Oklahoma",40.3,80.3,0.3,23.0
40,085,"Love County, Oklahoma",40.1,83.2,2.5,15.2
40,009,"Beckham County, Oklahoma",35.7,83.8,3.8,14.5
40,023,"Choctaw County, Oklahoma",42.0,63.1,11.4,4.2
40,065,"Jackson County, Oklahoma",34.2,70.8,6.9,23.8
40,081,"Lincoln County, Oklahoma",41.2,85.2,1.8,3.3
41,047,"Marion County, Oregon",36.4,81.1,1.4,26.3
41,029,"Jackson County, Oregon",42.7,91.4,0.6,12.5
41,023,"Grant County, Oregon",52.6,94.7,0.3,3.7
41,031,"Jefferson County, Oregon",40.5,71.1,0.9,20.0
41,005,"Clackamas County, Oregon",41.4,88.0,0.9,8.5
41,043,"Linn County, Oregon",39.7,90.4,0.4,8.9
41,057,"Tillamook County, Oregon",48.0,92.5,0.4,10.3
41,001,"Baker County, Oregon",48.2,92.9,0.9,4.1
41,033,"Josephine County, Oregon",47.5,92.1,0.4,7.3
41,059,"Umatilla County, Oregon",36.3,85.5,0.9,26.4
41,041,"Lincoln County, Oregon",51.3,88.2,0.6,9.1
41,009,"Columbia County, Oregon",43.3,92.8,0.6,5.0
41,055,"Sherman County, Oregon",51.5,95.5,0.6,3.6
41,065,"Wasco County, Oregon",40.9,87.2,0.3,17.8
41,039,"Lane County, Oregon",39.4,87.0,1.1,8.7
41,045,"Malheur County, Oregon",35.9,89.1,1.2,33.4
41,067,"Washington County, Oregon",36.5,76.1,2.0,16.5
41,049,"Morrow County, Oregon",38.4,88.6,0.2,35.9
41,007,"Clatsop County, Oregon",43.9,91.2,0.7,8.5
41,015,"Curry County, Oregon",56.1,90.7,0.5,6.9
41,021,"Gilliam County, Oregon",49.6,93.0,0.0,6.2
41,037,"Lake County, Oregon",49.1,91.0,0.2,8.0
41,061,"Union County, Oregon",39.6,92.1,0.7,4.7
42,045,"Delaware County, Pennsylvania",39.0,69.4,21.4,3.7
42,119,"Union County, Pennsylvania",39.4,86.9,6.4,5.9
42,127,"Wayne County, Pennsylvania",48.1,93.9,3.2,4.3
42,043,"Dauphin County, Pennsylvania",39.8,71.0,19.2,8.9
42,053,"Forest County, Pennsylvania",40.4,64.7,30.0,6.3
42,089,"Monroe County, Pennsylvania",42.8,76.7,14.4,15.4
42,101,"Philadelphia County, Pennsylvania",34.3,41.2,42.3,14.5
42,129,"Westmoreland County, Pennsylvania",46.8,94.8,2.4,1.1
42,013,"Blair County, Pennsylvania",43.4,95.5,1.6,1.2
42,021,"Cambria County, Pennsylvania",45.1,93.6,3.3,1.6
42,011,"Berks County, Pennsylvania",39.9,82.6,5.2,20.3
42,061,"Huntingdon County, Pennsylvania",43.5,91.7,5.5,1.9
42,073,"Lawrence County, Pennsylvania",45.1,93.2,3.7,1.4
42,087,"Mifflin County, Pennsylvania",43.8,96.9,0.8,1.5
42,041,"Cumberland County, Pennsylvania",40.5,88.2,3.8,3.7
42,003,"Allegheny County, Pennsylvania",40.8,80.1,12.9,2.0
42,109,"Snyder County, Pennsylvania",39.9,96.5,1.0,2.2
42,115,"Susquehanna County, Pennsylvania",48.2,97.5,0.7,1.7
42,039,"Crawford County, Pennsylvania",42.9,95.6,1.8,1.3
42,049,"Erie County, Pennsylvania",39.4,86.8,7.3,4.1
42,057,"Fulton County, Pennsylvania",45.0,96.4,2.1,0.5
42,067,"Juniata County, Pennsylvania",42.7,96.7,1.0,3.6
42,107,"Schuylkill County, Pennsylvania",44.2,93.6,3.0,4.1
42,131,"Wyoming County, Pennsylvania",44.2,97.2,0.9,1.8
42,001,"Adams County, Pennsylvania",43.6,92.6,1.4,6.9
42,005,"Armstrong County, Pennsylvania",46.3,97.6,0.9,0.7
42,035,"Clinton County, Pennsylvania",38.8,96.2,1.6,1.5
42,025,"Carbon County, Pennsylvania",46.0,96.2,2.0,4.5
42,027,"Centre County, Pennsylvania",31.7,87.5,4.0,2.9
42,097,"Northumberland County, Pennsylvania",44.4,94.8,2.7,3.3
42,095,"Northampton County, Pennsylvania",42.1,86.1,5.5,12.8
42,023,"Cameron County, Pennsylvania",52.2,96.6,0.1,0.9
42,121,"Venango County, Pennsylvania",46.5,96.8,0.8,1.1
42,007,"Beaver County, Pennsylvania",45.1,90.4,5.9,1.5
42,017,"Bucks County, Pennsylvania",43.8,88.0,4.0,5.1
42,069,"Lackawanna County, Pennsylvania",42.3,91.6,2.8,7.1
42,083,"McKean County, Pennsylvania",42.9,94.5,2.5,2.1
42,051,"Fayette County, Pennsylvania",44.8,92.6,3.9,1.1
42,091,"Montgomery County, Pennsylvania",41.3,79.4,9.1,5.0
42,059,"Greene County, Pennsylvania",42.0,94.2,3.3,1.5
42,075,"Lebanon County, Pennsylvania",41.2,87.1,2.4,12.6
42,079,"Luzerne County, Pennsylvania",43.0,88.7,4.6,11.0
42,093,"Montour County, Pennsylvania",43.0,92.4,1.8,0.9
42,037,"Columbia County, Pennsylvania",40.8,94.9,1.8,2.7
42,019,"Butler County, Pennsylvania",43.2,95.9,0.9,1.4
42,065,"Jefferson County, Pennsylvania",43.9,97.9,0.5,0.9
42,071,"Lancaster County, Pennsylvania",38.6,88.5,4.3,10.3
42,099,"Perry County, Pennsylvania",43.0,97.0,0.9,1.9
42,105,"Potter County, Pennsylvania",46.7,97.3,0.4,1.3
42,117,"Tioga County, Pennsylvania",44.3,97.1,0.7,1.3
44,007,"Providence County, Rhode Island",37.3,73.4,9.6,22.3
44,001,"Bristol County, Rhode Island",44.2,94.7,1.4,2.9
44,005,"Newport County, Rhode Island",45.0,89.6,3.7,5.6
45,003,"Aiken County, South Carolina",41.0,70.6,24.7,5.6
45,071,"Newberry County, South Carolina",41.5,62.8,31.6,7.3
45,037,"Edgefield County, South Carolina",42.7,59.9,36.5,5.8
45,027,"Clarendon County, South Carolina",44.3,49.3,48.8,3.0
45,029,"Colleton County, South Carolina",42.2,57.5,38.4,3.2
45,085,"Sumter County, South Carolina",36.3,48.0,47.0,3.9
45,063,"Lexington County, South Carolina",39.0,79.3,14.6,5.9
45,011,"Barnwell County, South Carolina",40.9,50.8,45.7,2.4
45,015,"Berkeley County, South Carolina",36.0,67.1,23.8,6.5
45,031,"Darlington County, South Carolina",41.4,56.6,40.7,2.0
45,043,"Georgetown County, South Carolina",49.2,64.6,31.3,3.1
45,091,"York County, South Carolina",38.5,74.4,19.1,5.3
45,007,"Anderson County, South Carolina",40.7,79.8,15.8,3.6
45,025,"Chesterfield County, South Carolina",42.3,63.0,32.3,4.2
45,047,"Greenwood County, South Carolina",39.4,63.8,32.0,6.0
45,051,"Horry County, South Carolina",45.2,80.8,13.7,6.0
45,055,"Kershaw County, South Carolina",41.7,71.3,23.9,4.2
45,075,"Orangeburg County, South Carolina",39.6,34.4,61.6,2.2
45,001,"Abbeville County, South Carolina",43.8,69.8,27.4,1.4
45,009,"Bamberg County, South Carolina",41.9,36.2,61.1,2.0
45,017,"Calhoun County, South Carolina",46.0,55.4,41.4,3.7
45,033,"Dillon County, South Carolina",37.5,46.8,48.1,2.7
45,079,"Richland County, South Carolina",33.2,45.5,46.6,5.1
45,039,"Fairfield County, South Carolina",46.4,39.7,56.3,2.1
45,049,"Hampton County, South Carolina",39.7,42.7,53.4,4.0
45,045,"Greenville County, South Carolina",38.1,74.4,18.1,9.0
45,057,"Lancaster County, South Carolina",42.0,73.8,21.4,5.2
45,035,"Dorchester County, South Carolina",36.5,67.8,25.4,5.2
45,041,"Florence County, South Carolina",39.0,53.9,42.5,2.5
45,059,"Laurens County, South Carolina",41.1,70.1,24.7,4.7
45,065,"McCormick County, South Carolina",53.9,50.5,46.7,0.7
45,077,"Pickens County, South Carolina",36.2,88.3,6.6,3.6
45,087,"Union County, South Carolina",43.8,65.3,31.4,1.5
45,089,"Williamsburg County, South Carolina",42.1,32.0,64.7,2.3
46,003,"Aurora County, South Dakota",38.3,92.1,1.1,7.2
46,051,"Grant County, South Dakota",43.5,94.7,0.2,2.2
46,123,"Tripp County, South Dakota",46.4,81.9,0.0,0.2
46,071,"Jackson County, South Dakota",30.6,39.3,0.1,0.6
46,099,"Minnehaha County, South Dakota",34.7,85.9,5.4,4.9
46,033,"Custer County, South Dakota",54.3,93.3,0.4,3.1
46,069,"Hyde County, South Dakota",51.0,85.0,1.2,0.7
46,025,"Clark County, South Dakota",41.3,96.7,0.2,3.0
46,049,"Faulk County, South Dakota",48.1,95.0,0.0,1.3
46,077,"Kingsbury County, South Dakota",45.6,97.9,0.0,2.2
