state,county,NAME,median_age,pop_white,pop_black,pop_hispanic
37,165,"Scotland County, North Carolina",39.4,44.4,39.0,2.9
37,083,"Halifax County, North Carolina",43.1,40.1,52.9,2.8
37,001,"Alamance County, North Carolina",39.5,70.2,19.1,12.4
38,013,"Burke County, North Dakota",34.6,94.8,0.6,3.1
38,061,"Mountrail County, North Dakota",33.5,65.7,1.2,7.5
38,105,"Williams County, North Dakota",31.5,83.1,3.6,6.8
38,007,"Billings County, North Dakota",40.6,92.3,1.2,6.0
38,043,"Kidder County, North Dakota",45.2,97.2,0.4,4.4
38,019,"Cavalier County, North Dakota",49.9,95.1,0.1,1.2
38,037,"Grant County, North Dakota",51.9,98.0,0.0,0.5
38,067,"Pembina County, North Dakota",47.9,93.8,0.3,3.5
38,091,"Steele County, North Dakota",50.5,99.4,0.6,1.6
38,041,"Hettinger County, North Dakota",45.1,92.2,0.3,3.2
38,045,"LaMoure County, North Dakota",48.4,97.0,0.5,1.4
38,059,"Morton County, North Dakota",37.7,92.0,0.5,3.1
38,017,"Cass County, North Dakota",32.2,87.5,5.1,2.6
38,025,"Dunn County, North Dakota",38.8,84.4,1.6,2.7
38,029,"Emmons County, North Dakota",52.6,96.1,0.0,0.8
38,051,"McIntosh County, North Dakota",53.5,96.3,0.9,1.5
38,063,"Nelson County, North Dakota",52.9,97.4,0.1,2.6
38,077,"Richland County, North Dakota",37.8,93.2,0.7,3.0
38,079,"Rolette County, North Dakota",30.8,18.6,0.6,0.6
38,099,"Walsh County, North Dakota",44.4,93.6,0.4,11.4
38,001,"Adams County, North Dakota",46.1,93.1,2.1,1.7
38,009,"Bottineau County, North Dakota",45.1,93.2,0.9,2.2
38,003,"Barnes County, North Dakota",44.9,94.5,2.4,2.0
38,027,"Eddy County, North Dakota",44.0,88.1,0.0,0.0
38,035,"Grand Forks County, North Dakota",29.5,86.6,4.0,4.1
38,053,"McKenzie County, North Dakota",30.7,83.0,0.6,7.7
38,057,"Mercer County, North Dakota",43.9,94.4,0.9,2.9
38,055,"McLean County, North Dakota",46.1,90.4,0.7,2.4
38,069,"Pierce County, North Dakota",45.8,94.7,0.8,0.9
38,073,"Ransom County, North Dakota",46.4,96.1,0.7,1.8
38,085,"Sioux County, North Dakota",28.2,13.1,0.1,4.2
38,011,"Bowman County, North Dakota",41.4,96.4,0.0,5.4
38,033,"Golden Valley County, North Dakota",44.6,97.0,0.0,3.2
38,047,"Logan County, North Dakota",52.6,98.7,0.1,1.2
38,095,"Towner County, North Dakota",47.8,91.5,0.0,2.5
38,093,"Stutsman County, North Dakota",40.2,93.1,1.2,2.4
38,023,"Divide County, North Dakota",54.0,92.5,1.1,2.4
38,031,"Foster County, North Dakota",45.6,96.8,0.2,1.6
38,081,"Sargent County, North Dakota",45.1,95.3,2.4,3.0
38,087,"Slope County, North Dakota",50.8,93.6,5.5,0.0
38,089,"Stark County, North Dakota",33.9,91.7,2.2,5.3
39,053,"Gallia County, Ohio",40.6,94.4,2.4,1.3
39,077,"Huron County, Ohio",39.6,94.6,1.4,6.4
39,009,"Athens County, Ohio",28.9,90.6,2.9,1.9
39,001,"Adams County, Ohio",42.0,97.2,0.4,1.0
39,103,"Medina County, Ohio",41.9,95.3,1.5,2.0
39,159,"Union County, Ohio",38.4,91.3,2.7,1.6
39,021,"Champaign County, Ohio",42.4,94.5,1.8,1.5
39,125,"Paulding County, Ohio",42.0,95.0,0.8,4.7
39,057,"Greene County, Ohio",38.1,85.9,7.2,2.8
39,049,"Franklin County, Ohio",34.0,66.9,22.2,5.4
39,101,"Marion County, Ohio",41.3,89.8,5.8,2.6
39,115,"Morgan County, Ohio",44.3,92.5,4.7,0.3
39,169,"Wayne County, Ohio",38.5,94.6,1.5,2.0
39,175,"Wyandot County, Ohio",42.1,97.0,0.2,2.8
39,017,"Butler County, Ohio",36.5,84.7,8.0,4.6
39,067,"Harrison County, Ohio",46.0,95.6,2.2,1.0
39,083,"Knox County, Ohio",38.9,96.5,1.1,1.5
39,139,"Richland County, Ohio",41.3,86.8,7.9,1.8
39,163,"Vinton County, Ohio",42.2,97.2,0.5,0.6
39,063,"Hancock County, Ohio",39.2,92.4,1.5,5.3
39,045,"Fairfield County, Ohio",39.3,87.9,7.1,2.1
39,039,"Defiance County, Ohio",40.6,91.0,1.9,9.8
39,069,"Henry County, Ohio",41.3,94.3,0.8,7.6
39,081,"Jefferson County, Ohio",44.8,91.4,5.5,1.4
39,137,"Putnam County, Ohio",40.0,94.6,0.4,6.1
39,027,"Clinton County, Ohio",39.9,94.3,2.0,1.6
39,047,"Fayette County, Ohio",40.7,93.8,2.0,2.1
39,129,"Pickaway County, Ohio",39.4,93.4,3.5,1.4
39,091,"Logan County, Ohio",40.8,94.7,1.7,1.5
39,153,"Summit County, Ohio",40.9,78.8,14.4,2.1
39,143,"Sandusky County, Ohio",41.8,90.6,3.0,9.8
39,149,"Shelby County, Ohio",39.4,94.1,2.7,1.5
27,033,"Cottonwood County, Minnesota",42.6,89.8,0.7,7.4
27,139,"Scott County, Minnesota",36.1,84.3,4.1,5.1
27,039,"Dodge County, Minnesota",38.3,95.6,0.2,5.0
27,157,"Wabasha County, Minnesota",45.2,96.2,0.6,2.9
27,117,"Pipestone County, Minnesota",42.2,92.7,1.4,6.6
27,035,"Crow Wing County, Minnesota",44.3,96.1,0.8,1.4
27,107,"Norman County, Minnesota",44.2,93.2,0.5,5.0
27,171,"Wright County, Minnesota",36.6,94.6,1.4,2.9
27,103,"Nicollet County, Minnesota",36.3,92.5,3.1,4.4
27,041,"Douglas County, Minnesota",44.1,97.0,0.5,1.6
27,051,"Grant County, Minnesota",45.2,97.1,0.2,2.3
27,069,"Kittson County, Minnesota",47.3,97.7,0.9,2.1
27,079,"Le Sueur County, Minnesota",41.2,96.1,0.8,5.9
27,087,"Mahnomen County, Minnesota",35.9,47.2,0.5,4.2
27,025,"Chisago County, Minnesota",41.0,95.3,1.3,2.1
27,127,"Redwood County, Minnesota",43.1,88.3,0.8,3.3
27,173,"Yellow Medicine County, Minnesota",42.3,92.2,0.6,4.5
27,153,"Todd County, Minnesota",44.0,94.6,0.6,5.7
27,007,"Beltrami County, Minnesota",33.7,73.1,1.1,2.3
27,013,"Blue Earth County, Minnesota",30.7,91.1,3.5,3.5
27,055,"Houston County, Minnesota",45.2,97.1,1.0,1.1
27,073,"Lac qui Parle County, Minnesota",50.4,96.5,0.8,2.2
27,077,"Lake of the Woods County, Minnesota",51.3,93.1,0.0,1.7
27,111,"Otter Tail County, Minnesota",46.7,95.2,1.4,3.4
27,161,"Waseca County, Minnesota",40.2,93.3,2.0,5.9
27,137,"St. Louis County, Minnesota",41.1,92.3,1.5,1.6
27,003,"Anoka County, Minnesota",38.4,84.2,5.9,4.4
27,145,"Stearns County, Minnesota",34.3,88.8,5.8,3.3
27,081,"Lincoln County, Minnesota",45.8,97.8,0.3,1.9
27,089,"Marshall County, Minnesota",43.8,97.1,0.4,4.4
27,095,"Mille Lacs County, Minnesota",40.4,90.5,0.4,2.3
27,163,"Washington County, Minnesota",39.3,86.0,4.4,4.0
27,017,"Carlton County, Minnesota",40.7,89.3,1.8,1.8
27,065,"Kanabec County, Minnesota",44.8,96.3,0.3,1.5
27,071,"Koochiching County, Minnesota",49.2,93.5,0.5,0.3
27,097,"Morrison County, Minnesota",42.1,96.7,0.5,1.7
27,131,"Rice County, Minnesota",36.5,87.0,5.4,7.9
27,147,"Steele County, Minnesota",38.9,90.8,3.0,7.7
27,125,"Red Lake County, Minnesota",42.5,94.8,0.3,3.7
27,001,"Aitkin County, Minnesota",55.1,94.8,0.6,1.4
27,043,"Faribault County, Minnesota",46.1,97.4,0.2,6.7
27,101,"Murray County, Minnesota",48.1,96.6,0.6,3.8
27,067,"Kandiyohi County, Minnesota",39.1,88.6,4.8,11.9
27,075,"Lake County, Minnesota",50.4,96.6,0.7,1.5
27,133,"Rock County, Minnesota",40.9,96.2,1.1,3.0
27,143,"Sibley County, Minnesota",41.6,95.9,0.9,8.9
27,155,"Traverse County, Minnesota",48.4,92.2,0.7,2.7
27,005,"Becker County, Minnesota",41.8,87.7,0.6,2.0
27,053,"Hennepin County, Minnesota",36.4,72.6,13.1,6.9
27,015,"Brown County, Minnesota",42.1,95.7,0.7,4.3
27,023,"Chippewa County, Minnesota",41.6,90.9,0.7,6.9
27,029,"Clearwater County, Minnesota",42.7,86.0,0.4,2.1
27,057,"Hubbard County, Minnesota",48.6,93.8,0.7,2.1
27,059,"Isanti County, Minnesota",39.8,95.3,0.5,1.9
27,091,"Martin County, Minnesota",45.3,96.2,0.3,4.3
27,099,"Mower County, Minnesota",39.1,88.3,3.6,11.3
27,115,"Pine County, Minnesota",44.5,91.4,2.3,2.9
27,109,"Olmsted County, Minnesota",37.2,84.2,5.9,4.8
27,159,"Wadena County, Minnesota",41.5,95.7,1.1,1.9
27,009,"Benton County, Minnesota",35.6,92.2,3.3,2.3
27,047,"Freeborn County, Minnesota",44.2,93.2,1.3,9.6
27,085,"McLeod County, Minnesota",40.6,94.9,0.6,6.0
27,121,"Pope County, Minnesota",45.9,96.8,0.4,1.4
27,149,"Stevens County, Minnesota",33.3,92.4,1.4,5.7
27,151,"Swift County, Minnesota",44.0,94.9,2.4,4.8
28,051,"Holmes County, Mississippi",35.1,15.8,83.8,0.3
28,005,"Amite County, Mississippi",46.5,57.4,42.0,0.0
28,013,"Calhoun County, Mississippi",40.8,65.5,27.2,5.9
28,141,"Tishomingo County, Mississippi",42.3,94.8,2.9,3.2
28,153,"Wayne County, Mississippi",38.0,57.5,41.1,0.3
48,015,"Austin County, Texas",40.7,80.5,8.9,26.4
48,261,"Kenedy County, Texas",39.5,96.3,0.0,87.7
48,355,"Nueces County, Texas",35.3,89.9,3.8,63.4
48,089,"Colorado County, Texas",42.5,73.6,12.7,29.5
48,409,"San Patricio County, Texas",35.3,92.4,1.7,57.4
48,379,"Rains County, Texas",48.3,90.4,2.8,8.9
48,381,"Randall County, Texas",35.6,89.5,2.9,20.9
48,385,"Real County, Texas",55.0,99.0,0.1,19.8
48,411,"San Saba County, Texas",40.7,85.6,2.4,30.0
48,413,"Schleicher County, Texas",35.0,61.1,0.4,52.4
48,431,"Sterling County, Texas",44.9,90.9,0.3,45.2
48,507,"Zavala County, Texas",32.9,93.6,0.5,93.7
48,057,"Calhoun County, Texas",37.7,86.7,2.6,48.4
48,065,"Carson County, Texas",40.3,94.7,1.3,9.9
48,155,"Foard County, Texas",49.3,86.1,1.8,20.5
48,161,"Freestone County, Texas",40.4,81.0,15.9,15.1
48,175,"Goliad County, Texas",46.0,78.6,5.1,35.8
48,193,"Hamilton County, Texas",46.0,94.9,0.5,12.3
48,197,"Hardeman County, Texas",42.4,86.3,7.1,21.5
48,335,"Mitchell County, Texas",34.1,78.9,11.0,39.5
48,045,"Briscoe County, Texas",46.3,85.3,2.5,35.3
48,285,"Lavaca County, Texas",43.5,78.5,6.5,18.5
48,445,"Terry County, Texas",34.7,89.0,5.1,54.4
48,243,"Jeff Davis County, Texas",54.8,94.7,0.8,32.5
48,247,"Jim Hogg County, Texas",34.7,98.9,0.1,92.6
48,339,"Montgomery County, Texas",36.9,86.5,4.7,23.7
48,111,"Dallam County, Texas",31.6,91.6,0.9,45.0
48,479,"Webb County, Texas",28.6,95.4,0.4,95.5
48,011,"Armstrong County, Texas",46.3,95.5,0.4,6.8
48,069,"Castro County, Texas",35.3,90.9,0.9,64.2
48,273,"Kleberg County, Texas",28.0,87.7,3.3,72.7
48,489,"Willacy County, Texas",33.6,96.0,0.7,88.1
48,107,"Crosby County, Texas",38.1,89.3,4.1,55.6
48,151,"Fisher County, Texas",44.4,89.3,2.9,30.5
48,131,"Duval County, Texas",36.1,87.0,1.7,89.3
48,031,"Blanco County, Texas",49.9,90.2,0.5,19.3
48,241,"Jasper County, Texas",40.9,77.9,16.5,6.6
48,271,"Kinney County, Texas",41.7,96.7,0.1,62.5
48,117,"Deaf Smith County, Texas",32.0,89.4,1.0,72.3
48,167,"Galveston County, Texas",37.5,78.2,12.6,24.3
48,283,"La Salle County, Texas",33.8,77.8,1.4,82.4
48,393,"Roberts County, Texas",38.0,95.4,0.0,13.9
48,457,"Tyler County, Texas",42.7,84.0,11.4,7.5
48,483,"Wheeler County, Texas",39.0,87.9,2.9,26.4
48,037,"Bowie County, Texas",38.1,68.9,24.6,7.6
48,043,"Brewster County, Texas",43.3,92.3,0.2,44.5
48,263,"Kent County, Texas",51.8,88.5,1.1,16.3
48,423,"Smith County, Texas",36.6,76.8,17.5,19.3
48,105,"Crockett County, Texas",35.9,41.8,0.9,63.5
48,199,"Hardin County, Texas",39.0,91.6,5.7,5.6
48,227,"Howard County, Texas",36.6,82.3,6.2,42.0
48,289,"Leon County, Texas",45.0,88.8,7.2,14.4
48,337,"Montague County, Texas",43.4,94.8,0.6,10.9
48,365,"Panola County, Texas",39.3,81.0,17.2,8.6
49,027,"Millard County, Utah",35.8,88.1,0.0,13.1
49,053,"Washington County, Utah",36.4,90.9,0.7,10.2
49,025,"Kane County, Utah",41.7,93.2,0.4,4.7
49,019,"Grand County, Utah",40.7,92.9,0.5,10.4
49,033,"Rich County, Utah",30.6,97.1,0.0,10.9
49,051,"Wasatch County, Utah",33.4,94.9,0.3,13.4
49,003,"Box Elder County, Utah",32.5,93.1,0.6,9.3
49,021,"Iron County, Utah",29.1,91.0,0.5,8.6
49,041,"Sevier County, Utah",35.2,94.4,0.7,5.1
49,057,"Weber County, Utah",32.5,89.1,1.1,18.2
49,013,"Duchesne County, Utah",31.0,89.7,0.5,8.2
49,037,"San Juan County, Utah",31.5,48.3,0.2,5.6
49,035,"Salt Lake County, Utah",32.6,79.2,1.8,18.1
49,047,"Uintah County, Utah",30.3,88.0,0.6,8.4
49,009,"Daggett County, Utah",46.1,95.6,0.2,3.3
49,011,"Davis County, Utah",30.8,90.0,1.3,9.4
49,055,"Wayne County, Utah",41.0,96.0,0.3,5.9
49,007,"Carbon County, Utah",37.2,92.3,0.7,13.3
49,015,"Emery County, Utah",35.4,97.5,0.2,6.3
49,029,"Morgan County, Utah",32.4,96.6,0.7,2.8
49,005,"Cache County, Utah",25.1,90.2,0.8,10.7
49,017,"Garfield County, Utah",41.2,93.7,0.2,5.9
49,023,"Juab County, Utah",30.4,93.8,0.2,4.7
50,021,"Rutland County, Vermont",46.6,96.6,0.9,1.4
50,019,"Orleans County, Vermont",45.8,96.4,0.4,1.4
50,013,"Grand Isle County, Vermont",47.8,94.5,0.8,1.9
50,017,"Orange County, Vermont",46.1,96.7,0.6,1.4
50,007,"Chittenden County, Vermont",36.5,90.5,2.5,2.3
50,015,"Lamoille County, Vermont",40.9,95.8,1.0,1.8
50,027,"Windsor County, Vermont",47.7,95.8,0.7,1.6
50,005,"Caledonia County, Vermont",44.2,96.1,1.1,1.6
50,025,"Windham County, Vermont",47.0,94.7,1.2,2.3
50,001,"Addison County, Vermont",43.7,94.2,1.3,2.3
50,023,"Washington County, Vermont",43.7,95.9,0.8,1.9
51,185,"Tazewell County, Virginia",44.9,94.7,3.2,1.0
51,610,"Falls Church city, Virginia",38.8,80.2,4.8,10.7
51,685,"Manassas Park city, Virginia",35.3,63.6,15.2,38.7
51,735,"Poquoson city, Virginia",43.2,94.3,1.2,2.6
51,183,"Sussex County, Virginia",39.8,39.5,56.5,2.9
51,820,"Waynesboro city, Virginia",39.4,81.3,14.1,7.6
51,770,"Roanoke city, Virginia",38.7,62.5,28.7,6.1
51,775,"Salem city, Virginia",41.3,87.3,7.0,3.2
51,710,"Norfolk city, Virginia",30.5,47.0,41.6,7.9
51,037,"Charlotte County, Virginia",45.8,68.8,29.0,2.0
51,059,"Fairfax County, Virginia",37.9,62.0,9.7,16.2
51,081,"Greensville County, Virginia",39.8,37.9,59.7,2.3
51,095,"James City County, Virginia",46.4,80.4,13.2,5.6
51,167,"Russell County, Virginia",45.4,97.3,1.3,0.7
51,173,"Smyth County, Virginia",44.9,95.7,2.4,2.0
51,678,"Lexington city, Virginia",21.7,86.7,6.4,5.1
51,031,"Campbell County, Virginia",42.8,81.6,14.3,2.4
51,089,"Henry County, Virginia",47.2,72.0,22.3,5.3
51,099,"King George County, Virginia",37.3,77.7,16.3,5.0
51,103,"Lancaster County, Virginia",56.7,68.2,30.7,0.4
51,105,"Lee County, Virginia",44.4,93.4,4.3,1.9
51,115,"Mathews County, Virginia",52.9,86.3,10.3,0.9
51,119,"Middlesex County, Virginia",53.4,77.8,15.4,0.7
51,149,"Prince George County, Virginia",37.0,58.5,32.2,7.9
51,165,"Rockingham County, Virginia",41.6,93.7,2.5,6.8
51,169,"Scott County, Virginia",46.9,98.0,0.7,1.3
51,181,"Surry County, Virginia",49.6,52.8,45.2,0.8
51,011,"Appomattox County, Virginia",42.9,77.8,19.8,1.5
51,067,"Franklin County, Virginia",46.6,88.9,7.8,2.8
51,097,"King and Queen County, Virginia",45.7,68.4,25.5,3.2
51,121,"Montgomery County, Virginia",28.5,85.9,4.6,3.2
51,127,"New Kent County, Virginia",43.7,81.5,11.4,3.2
51,049,"Cumberland County, Virginia",45.5,63.4,32.2,0.3
51,075,"Goochland County, Virginia",48.3,79.9,16.0,2.7
51,083,"Halifax County, Virginia",46.1,60.6,34.9,2.0
51,113,"Madison County, Virginia",44.8,85.8,6.9,2.7
51,153,"Prince William County, Virginia",34.9,57.7,20.7,23.0
51,175,"Southampton County, Virginia",46.1,62.1,33.1,1.5
51,091,"Highland County, Virginia",59.3,99.5,0.0,0.0
51,025,"Brunswick County, Virginia",43.2,41.8,54.7,2.2
51,033,"Caroline County, Virginia",40.0,65.8,27.9,4.6
51,073,"Gloucester County, Virginia",44.7,87.9,8.3,3.5
51,131,"Northampton County, Virginia",48.5,62.2,33.6,8.7
51,141,"Patrick County, Virginia",49.6,92.3,5.7,3.0
51,145,"Powhatan County, Virginia",45.1,86.5,10.9,2.1
51,163,"Rockbridge County, Virginia",48.7,93.6,3.3,1.8
51,171,"Shenandoah County, Virginia",44.4,93.9,2.0,7.0
51,061,"Fauquier County, Virginia",41.4,86.9,7.3,8.0
51,036,"Charles City County, Virginia",50.3,43.1,46.9,1.8
51,047,"Culpeper County, Virginia",38.8,76.2,13.8,10.3
51,053,"Dinwiddie County, Virginia",43.2,64.5,32.0,3.4
51,079,"Greene County, Virginia",40.1,87.0,5.8,5.9
51,085,"Hanover County, Virginia",42.9,86.6,9.1,2.9
51,111,"Lunenburg County, Virginia",45.5,62.3,30.8,4.5
51,137,"Orange County, Virginia",42.1,81.9,12.5,4.8
51,595,"Emporia city, Virginia",38.4,25.7,69.7,5.5
51,197,"Wythe County, Virginia",44.9,94.8,3.2,1.2
51,550,"Chesapeake city, Virginia",36.7,61.4,29.9,5.9
51,660,"Harrisonburg city, Virginia",25.1,81.1,7.4,19.3
51,003,"Albemarle County, Virginia",38.8,81.6,9.8,5.8
51,019,"Bedford County, Virginia",46.2,89.6,6.8,2.1
51,023,"Botetourt County, Virginia",47.0,93.6,3.0,1.6
51,195,"Wise County, Virginia",40.7,92.2,5.7,1.2
51,520,"Bristol city, Virginia",42.2,87.9,7.1,0.6
51,740,"Portsmouth city, Virginia",35.2,40.2,52.7,4.3
51,830,"Williamsburg city, Virginia",24.6,74.5,14.0,7.1
51,005,"Alleghany County, Virginia",47.4,92.0,5.4,1.4
51,035,"Carroll County, Virginia",47.4,97.4,0.5,3.3
51,191,"Washington County, Virginia",45.9,96.2,1.4,1.5
51,133,"Northumberland County, Virginia",57.3,70.3,27.5,0.7
51,139,"Page County, Virginia",45.1,95.5,1.5,2.0
51,187,"Warren County, Virginia",40.7,89.9,3.8,4.3
51,510,"Alexandria city, Virginia",36.5,62.0,21.9,16.8
51,630,"Fredericksburg city, Virginia",30.3,62.6,22.2,10.8
51,650,"Hampton city, Virginia",36.1,41.4,50.2,5.6
51,013,"Arlington County, Virginia",34.5,71.4,9.0,15.6
51,670,"Hopewell city, Virginia",36.5,51.0,42.3,7.6
51,027,"Buchanan County, Virginia",46.5,95.2,2.9,0.4
51,069,"Frederick County, Virginia",40.6,91.0,4.1,8.2
51,179,"Stafford County, Virginia",35.3,68.0,17.3,12.3
51,199,"York County, Virginia",39.5,75.5,13.0,6.2
51,760,"Richmond city, Virginia",33.8,45.4,47.8,6.7
51,125,"Nelson County, Virginia",50.1,84.2,12.9,4.1
51,143,"Pittsylvania County, Virginia",46.7,74.9,20.1,2.6
51,720,"Norton city, Virginia",37.3,90.2,4.6,1.1
51,065,"Fluvanna County, Virginia",43.3,80.7,13.5,3.3
51,007,"Amelia County, Virginia",46.0,75.8,21.3,3.0
51,840,"Winchester city, Virginia",37.3,80.4,10.0,17.4
51,001,"Accomack County, Virginia",45.9,68.3,29.2,9.0
51,063,"Floyd County, Virginia",47.0,95.7,1.9,3.0
51,077,"Grayson County, Virginia",47.7,92.5,4.6,3.3
51,135,"Nottoway County, Virginia",41.7,56.8,40.7,4.2
54,033,"Harrison County, West Virginia",42.3,95.5,1.7,1.6
54,069,"Ohio County, West Virginia",43.5,93.1,4.0,1.1
54,013,"Calhoun County, West Virginia",47.6,99.2,0.0,2.1
54,065,"Morgan County, West Virginia",47.6,96.9,0.7,1.5
54,081,"Raleigh County, West Virginia",42.4,88.1,7.6,1.6
54,007,"Braxton County, West Virginia",45.2,97.9,0.4,1.1
54,001,"Barbour County, West Virginia",41.7,96.0,1.2,0.5
54,047,"McDowell County, West Virginia",44.6,88.9,8.4,1.3
54,099,"Wayne County, West Virginia",43.7,97.8,0.5,0.7
54,109,"Wyoming County, West Virginia",44.2,97.4,1.0,0.2
54,035,"Jackson County, West Virginia",43.4,97.5,0.1,0.5
54,055,"Mercer County, West Virginia",42.7,91.2,6.2,1.1
54,097,"Upshur County, West Virginia",42.0,97.0,1.8,1.3
54,101,"Webster County, West Virginia",46.8,99.7,0.0,0.1
54,003,"Berkeley County, West Virginia",38.8,87.0,7.7,4.2
54,019,"Fayette County, West Virginia",43.8,93.4,5.1,1.1
54,023,"Grant County, West Virginia",46.2,97.2,1.6,0.8
54,027,"Hampshire County, West Virginia",46.5,97.1,1.5,1.4
54,089,"Summers County, West Virginia",48.2,93.2,4.3,1.7
54,009,"Brooke County, West Virginia",46.2,96.4,1.7,0.9
54,017,"Doddridge County, West Virginia",45.1,96.1,1.3,0.7
54,025,"Greenbrier County, West Virginia",45.4,94.0,2.4,1.9
54,031,"Hardy County, West Virginia",45.4,91.4,5.5,1.6
54,049,"Marion County, West Virginia",41.2,93.7,3.6,1.3
54,057,"Mineral County, West Virginia",43.9,94.9,3.5,0.9
54,059,"Mingo County, West Virginia",42.7,95.8,2.6,0.0
54,029,"Hancock County, West Virginia",46.4,95.1,1.9,1.5
54,041,"Lewis County, West Virginia",42.9,97.5,0.3,1.2
54,067,"Nicholas County, West Virginia",45.0,97.1,0.8,0.5
54,075,"Pocahontas County, West Virginia",48.7,98.7,0.4,0.5
54,095,"Tyler County, West Virginia",46.7,98.0,0.3,0.3
54,083,"Randolph County, West Virginia",43.5,96.6,2.0,0.9
54,091,"Taylor County, West Virginia",43.2,96.6,1.0,1.0
54,105,"Wirt County, West Virginia",44.7,98.2,1.4,1.1
54,015,"Clay County, West Virginia",43.9,99.3,0.0,0.1
54,021,"Gilmer County, West Virginia",39.7,82.8,11.0,4.0
54,061,"Monongalia County, West Virginia",31.2,89.5,3.6,2.1
54,063,"Monroe County, West Virginia",46.7,97.0,0.9,0.9
54,103,"Wetzel County, West Virginia",45.9,97.4,1.0,0.3
54,011,"Cabell County, West Virginia",38.5,90.7,5.0,1.4
54,039,"Kanawha County, West Virginia",43.3,88.5,7.2,1.1
54,071,"Pendleton County, West Virginia",50.5,95.6,3.4,0.9
54,077,"Preston County, West Virginia",42.4,92.5,4.7,2.5
53,035,"Kitsap County, Washington",39.0,81.2,2.5,7.5
53,033,"King County, Washington",37.1,64.9,6.3,9.6
53,051,"Pend Oreille County, Washington",50.6,89.9,0.2,3.7
53,055,"San Juan County, Washington",56.1,92.1,0.9,6.2
53,075,"Whitman County, Washington",24.6,82.6,2.2,6.2
53,077,"Yakima County, Washington",32.8,78.1,1.1,48.9
53,015,"Cowlitz County, Washington",41.5,89.4,0.8,8.8
53,019,"Ferry County, Washington",49.6,76.0,0.1,4.6
53,041,"Lewis County, Washington",43.1,90.6,0.6,10.0
53,027,"Grays Harbor County, Washington",43.7,88.0,1.0,9.9
53,029,"Island County, Washington",44.2,84.7,3.2,7.5
53,069,"Wahkiakum County, Washington",54.3,92.1,1.3,6.3
53,021,"Franklin County, Washington",30.0,70.6,2.4,52.8
53,025,"Grant County, Washington",32.7,70.4,0.7,41.3
53,073,"Whatcom County, Washington",37.0,83.9,1.0,9.2
53,047,"Okanogan County, Washington",42.9,73.1,0.5,19.7
53,037,"Kittitas County, Washington",33.1,88.6,1.0,8.7
53,005,"Benton County, Washington",35.7,81.5,1.6,21.3
53,013,"Columbia County, Washington",49.4,91.2,0.7,7.6
53,003,"Asotin County, Washington",45.0,92.8,0.4,3.8
53,023,"Garfield County, Washington",45.5,91.7,0.0,2.1
53,045,"Mason County, Washington",45.6,83.5,1.7,9.7
53,065,"Stevens County, Washington",46.6,88.8,0.5,3.6
53,063,"Spokane County, Washington",37.5,88.1,1.6,5.6
53,007,"Chelan County, Washington",40.2,85.3,0.5,27.8
55,105,"Rock County, Wisconsin",39.5,88.1,4.4,8.5
55,137,"Waushara County, Wisconsin",49.0,93.0,1.8,6.3
55,001,"Adams County, Wisconsin",53.3,92.9,2.8,3.9
55,007,"Bayfield County, Wisconsin",52.0,86.1,0.8,1.9
55,065,"Lafayette County, Wisconsin",41.4,97.1,0.6,3.7
55,081,"Monroe County, Wisconsin",39.5,93.0,1.7,4.4
55,093,"Pierce County, Wisconsin",36.8,96.0,0.5,2.0
55,141,"Wood County, Wisconsin",43.8,94.2,0.6,2.9
55,003,"Ashland County, Wisconsin",41.8,84.0,0.7,2.8
55,015,"Calumet County, Wisconsin",40.1,94.6,0.8,4.2
55,037,"Florence County, Wisconsin",52.4,98.6,0.3,1.4
55,055,"Jefferson County, Wisconsin",40.7,93.9,0.9,7.0
55,059,"Kenosha County, Wisconsin",38.2,85.6,7.5,12.9
55,051,"Iron County, Wisconsin",54.5,96.6,0.8,1.3
55,019,"Clark County, Wisconsin",37.6,96.3,0.5,4.4
55,109,"St. Croix County, Wisconsin",38.6,95.8,0.8,2.3
55,083,"Oconto County, Wisconsin",46.5,96.6,0.4,1.7
55,069,"Lincoln County, Wisconsin",47.2,96.9,0.6,1.5
55,135,"Waupaca County, Wisconsin",45.4,96.3,0.6,3.1
55,005,"Barron County, Wisconsin",44.1,95.2,1.4,2.5
55,113,"Sawyer County, Wisconsin",50.2,77.1,0.5,2.6
55,047,"Green Lake County, Wisconsin",45.4,96.3,1.0,4.8
55,077,"Marquette County, Wisconsin",49.8,96.0,0.6,3.3
55,075,"Marinette County, Wisconsin",48.3,96.6,0.7,1.7
55,101,"Racine County, Wisconsin",40.1,80.7,11.2,12.9
55,139,"Winnebago County, Wisconsin",38.2,92.1,2.3,4.0
55,041,"Forest County, Wisconsin",46.7,80.6,0.8,2.3
55,043,"Grant County, Wisconsin",35.7,96.5,1.4,1.6
55,107,"Rusk County, Wisconsin",49.1,96.2,1.0,1.8
55,117,"Sheboygan County, Wisconsin",41.3,89.2,1.8,6.2
55,067,"Langlade County, Wisconsin",48.2,95.5,0.8,1.9
55,087,"Outagamie County, Wisconsin",37.9,89.8,1.4,4.2
55,123,"Vernon County, Wisconsin",41.9,97.3,0.3,1.6
55,021,"Columbia County, Wisconsin",42.4,94.9,1.2,3.2
55,061,"Kewaunee County, Wisconsin",44.2,96.9,0.4,2.8
55,009,"Brown County, Wisconsin",37.2,85.0,2.3,8.4
