-0.961026,-0.959839
-1.23737,-1.24269
-1.06855,-1.07946
0.354355,0.257843
-1.24691,-1.25529
0.483984,0.579779
1.18941,1.18867
0.925627,0.919494
0.765349,0.766853
-0.781153,-0.779185
-0.554052,-0.520111
0.690989,0.677607
0.984915,0.984122
1.35722,1.33573
0.223722,0.213481
1.03918,1.04225
0.463887,0.474476
1.3949,1.40507
-0.32896,-0.308746
-0.582188,-0.61546
-1.10422,-1.10954
-0.373676,-0.41697
-0.194306,-0.156612
1.11555,1.09499
0.854783,0.84734
-1.13035,-1.136
-1.14894,-1.15779
-1.00675,-1.00539
-1.1826,-1.17921
-1.19516,-1.19759
-1.22732,-1.22903
-0.194306,-0.203172
1.44816,1.44499
